,entry time,exit time,id,entry,exit,qty,leverage,stop loss,take profit,actualised,type,abs capital gain,capital gain
0,1629226804511,1629227522.905,0,45781.71,45598.58316,0.245,125,45598.58316,46239.5271,True,LONG,-0.004999999999999866,-56.08259474999849
1,1629226804511,1629227642.975,0,45781.71,45598.58316,0.245,125,45598.58316,45323.8929,True,SHORT,0.005020080321284925,56.082594749997604
2,1629252005657,1629254103.117,1,45126.14,44945.63544,0.249,125,44945.63544,45577.4014,True,LONG,-0.0050000000000000044,-56.18204430000005
3,1629252005657,1629254224.454,1,45126.14,44945.63544,0.249,125,44945.63544,44674.8786,True,SHORT,0.005020080321285203,56.18204430000072
4,1629258302741,1629260942.681,2,44847.03,45026.41812,0.25,125,45026.41812,45295.5003,True,LONG,0.0050000000000000044,56.05878750000005
5,1629258302741,1629259143.436,2,44847.03,45026.41812,0.25,125,45026.41812,44398.5597,True,SHORT,-0.004980079681275035,-56.058787500001536
6,1629260104416,1629261662.1620002,3,45198.66,45017.86536,0.269,125,45017.86536,45650.64660000001,True,LONG,-0.0050000000000000044,-60.79219770000007
7,1629260104416,1629262323.439,3,45198.66,45017.86536,0.269,125,45017.86536,44746.6734,True,SHORT,0.005020080321285203,60.79219770000077
8,1629272702828,1629273302.54,4,45121.65,44941.16340000001,0.249,125,44941.16340000001,45572.8665,True,LONG,-0.004999999999999866,-56.17645424999849
9,1629272702828,1629273423.843,4,45121.65,44941.16340000001,0.249,125,44941.16340000001,44670.4335,True,SHORT,0.005020080321284925,56.176454249997605
10,1629279002875,1629281042.427,5,45307.14,45488.36856,0.248,125,45488.36856,45760.2114,True,LONG,0.0050000000000000044,56.18085360000005
11,1629279002875,1629280982.66,5,45307.14,45488.36856,0.248,125,45488.36856,44854.0686,True,SHORT,-0.004980079681275035,-56.180853600001534
12,1629285303398,1629286382.5110002,6,45207.49,45026.66004,0.248,125,45026.66004,45659.5649,True,LONG,-0.005000000000000143,-56.05728760000162
13,1629285303398,1629286443.231,6,45207.49,45026.66004,0.248,125,45026.66004,44755.4151,True,SHORT,0.005020080321285203,56.057287600000684
14,1629293402701,1629294482.31,7,45327.95,45146.6382,0.247,125,45146.6382,45781.2295,True,LONG,-0.005000000000000143,-55.9800182500016
15,1629293402701,1629294543.051,7,45327.95,45146.6382,0.247,125,45146.6382,44874.6705,True,SHORT,0.005020080321285203,55.98001825000069
16,1629313204755,1629314402.4160001,8,45389.71,45208.15116,0.247,125,45208.15116,45843.6071,True,LONG,-0.0050000000000000044,-56.05629185000005
17,1629313204755,1629314522.655,8,45389.71,45208.15116,0.247,125,45208.15116,44935.8129,True,SHORT,0.005020080321285203,56.056291850000704
18,1629329405390,1629330843.829,9,45058.24,44878.00704,0.249,125,44878.00704,45508.8224,True,LONG,-0.0050000000000000044,-56.09750880000005
19,1629329405390,1629331563.605,9,45058.24,44878.00704,0.249,125,44878.00704,44607.6576,True,SHORT,0.005020080321285203,56.0975088000007
20,1629332103541,1629336123.9029999,10,44662.81,45109.4381,0.251,125,44841.46124,45109.4381,True,LONG,0.012500000000000013,140.12956637500008
21,1629332103541,1629333903.482,10,44662.81,44841.46124,0.251,125,44841.46124,44216.1819,True,SHORT,-0.004980079681274896,-56.05182654999995
22,1629335704637,1629338523.37,11,45044.31,44864.13276,0.269,125,44864.13276,45494.7531,True,LONG,-0.004999999999999866,-60.58459694999837
23,1629335704637,1629339003.6120002,11,45044.31,44864.13276,0.269,125,44864.13276,44593.8669,True,SHORT,0.005020080321284925,60.584596949997405
24,1629341103793,1629342482.592,12,44655.01,44476.38996,0.268,125,44476.38996,45101.5601,True,LONG,-0.0050000000000000044,-59.83771340000007
25,1629341103793,1629343803.6820002,12,44655.01,44208.4599,0.268,125,44476.38996,44208.4599,True,SHORT,0.012626262626262708,149.59428350000098
26,1629352805019,1629353402.099,13,44447.82,44270.02872,0.287,125,44270.02872,44892.2982,True,LONG,-0.004999999999999866,-63.78262169999828
27,1629352805019,1629353463.419,13,44447.82,44270.02872,0.287,125,44270.02872,44003.3418,True,SHORT,0.005020080321285203,63.7826217000008
28,1629355503320,1629357364.049,15,44337.15,44514.4986,0.295,125,44514.4986,44780.5215,True,LONG,0.0050000000000000044,65.39729625000005
29,1629355503320,1629357304.988,15,44337.15,44514.4986,0.295,125,44514.4986,43893.7785,True,SHORT,-0.004980079681274896,-65.39729624999994
30,1629354604408,1629360123.521,14,44351.03,44794.5403,0.28800000000000003,125,44528.43412,44794.5403,True,LONG,0.012500000000000013,159.66370800000013
31,1629354604408,1629359883.643,14,44351.03,44528.43412,0.28800000000000003,125,44528.43412,43907.5197,True,SHORT,-0.004980079681274896,-63.865483199999936
32,1629370805889,1629374405.4970002,16,44408.03,44230.397880000004,0.307,125,44230.397880000004,44852.1103,True,LONG,-0.0050000000000000044,-68.16632605000007
33,1629370805889,1629374463.31,16,44408.03,44230.397880000004,0.307,125,44230.397880000004,43963.9497,True,SHORT,0.005020080321285203,68.16632605000085
34,1629378903135,1629379863.67,17,44676.05,44497.3458,0.305,125,44497.3458,45122.81050000001,True,LONG,-0.0050000000000000044,-68.13097625000006
35,1629378903135,1629379926.571,17,44676.05,44497.3458,0.305,125,44497.3458,44229.2895,True,SHORT,0.005020080321285203,68.13097625000086
36,1629414004294,1629414182.206,18,46846.02,47033.40408,0.29100000000000004,125,47033.40408,47314.4802,True,LONG,0.0050000000000000044,68.16095910000007
37,1629414004294,1629414122.599,18,46846.02,47033.40408,0.29100000000000004,125,47033.40408,46377.5598,True,SHORT,-0.004980079681275035,-68.16095910000183
38,1629414904381,1629417902.996,19,46648.99,46835.58596,0.292,125,46835.58596,47115.4799,True,LONG,0.0050000000000000044,68.10752540000007
39,1629414904381,1629417843.092,19,46648.99,46835.58596,0.292,125,46835.58596,46182.5001,True,SHORT,-0.004980079681274896,-68.10752539999993
40,1629434705269,1629436323.312,22,47180.26,46991.53896000001,0.306,125,46991.53896000001,47652.06260000001,True,LONG,-0.004999999999999866,-72.18579779999807
41,1629434705269,1629436443.79,22,47180.26,46991.53896000001,0.306,125,46991.53896000001,46708.4574,True,SHORT,0.005020080321284925,72.18579779999692
